Date,Open,High,Low,Close,Volume
2020-01-01,100.0,150.0,80.0,120.0,10049.671415301123
2020-01-02,100.04798464491363,150.04798464491364,80.0383877159309,120.04798464491363,9995.770498865608
2020-01-03,100.09596928982725,150.09596928982725,80.0767754318618,120.09596928982725,10083.96271177552
2020-01-06,100.14395393474088,150.1439539347409,80.1151631477927,120.14395393474088,10181.09377258898
2020-01-07,100.1919385796545,150.1919385796545,80.15355086372361,120.1919385796545,10014.972378458568
2020-01-08,100.23992322456814,150.23992322456814,80.1919385796545,120.23992322456814,10024.570949218709
2020-01-09,100.28790786948177,150.28790786948176,80.23032629558541,120.28790786948177,10215.502855447094
2020-01-10,100.3358925143954,150.3358925143954,80.26871401151631,120.3358925143954,10143.921975794368
2020-01-13,100.38387715930902,150.383877159309,80.30710172744722,120.38387715930902,10029.827993268309
2020-01-14,100.43186180422265,150.43186180422265,80.34548944337811,120.43186180422265,10140.628365203125
2020-01-15,100.47984644913628,150.4798464491363,80.38387715930902,120.47984644913628,10049.62752054601
2020-01-16,100.5278310940499,150.5278310940499,80.42226487523992,120.5278310940499,10058.993243452956
2020-01-17,100.57581573896353,150.57581573896354,80.46065259117083,120.57581573896353,10139.359374949308
2020-01-20,100.62380038387715,150.62380038387715,80.49904030710172,120.62380038387715,9933.432052309652
2020-01-21,100.6717850287908,150.6717850287908,80.53742802303263,120.6717850287908,9961.865222506854
2020-01-22,100.71976967370442,150.7197696737044,80.57581573896353,120.71976967370442,10087.725181816786
2020-01-23,100.76775431861805,150.76775431861805,80.61420345489444,120.76775431861805,10052.267751690166
2020-01-24,100.81573896353167,150.81573896353166,80.65259117082533,120.81573896353167,10194.572525965861
2020-01-27,100.8637236084453,150.8637236084453,80.69097888675624,120.8637236084453,10081.942314136939
2020-01-28,100.91170825335892,150.91170825335894,80.72936660268714,120.91170825335892,10041.111280538256
2020-01-29,100.95969289827255,150.95969289827255,80.76775431861805,120.95969289827255,10338.503456546665
2020-01-30,101.00767754318618,151.0076775431862,80.80614203454894,121.00767754318618,10178.957878588582
2020-01-31,101.0556621880998,151.0556621880998,80.84452975047985,121.0556621880998,10217.885258088754
2020-02-03,101.10364683301344,151.10364683301344,80.88291746641075,121.10364683301344,10078.254547981342
2020-02-04,101.15163147792707,151.15163147792705,80.92130518234165,121.15163147792707,10175.888023132895
2020-02-05,101.1996161228407,151.1996161228407,80.95969289827255,121.1996161228407,10251.015483539124
2020-02-06,101.24760076775432,151.2476007677543,80.99808061420346,121.24760076775432,10134.420795808634
2020-02-07,101.29558541266795,151.29558541266795,81.03646833013435,121.29558541266795,10296.686884368155
2020-02-10,101.34357005758157,151.3435700575816,81.07485604606526,121.34357005758157,10208.650142524435
2020-02-11,101.3915547024952,151.3915547024952,81.11324376199616,121.3915547024952,10249.141565519712
